,code,name,pre_close,volunit,decimal_point
1527,002724,海洋王,1432.027500152588,100.0,2.0
1528,002725,跃岭股份,7.389999866485596,100.0,2.0
1529,002726,龙大肉食,616.0349998474121,100.0,2.0
1530,002727,一心堂,60.06999969482422,100.0,2.0
1531,002728,特一药业,1560.0375003814697,100.0,2.0
1532,002729,好利来,284.1500015258789,100.0,2.0
1533,002730,电光科技,1320.005000114441,100.0,2.0
1534,002731,萃华珠宝,6.159999847412109,100.0,2.0
1535,002732,燕塘乳业,23.790000915527344,100.0,2.0
1536,002733,雄韬股份,16.270000457763672,100.0,2.0
1537,002734,利民股份,1000.045000076294,100.0,2.0
1538,002735,王子新材,25.200000762939453,100.0,2.0
1539,002736,国信证券,680.0349998474121,100.0,2.0
1540,002737,葵花药业,2024.045000076294,100.0,2.0
1541,002738,中矿资源,232.0999984741211,100.0,2.0
1542,002739,万达电影,1800.0100002288818,100.0,2.0
1543,002740,爱迪尔,4.110000133514404,100.0,2.0
1544,002741,光华科技,1992.0299997329712,100.0,2.0
1545,002742,三圣股份,4.809999942779541,100.0,2.0
1546,002743,富煌钢构,6.03000020980835,100.0,2.0
1547,002745,木林森,1352.0500001907349,100.0,2.0
1548,002746,仙坛股份,6.739999771118164,100.0,2.0
1549,002747,埃斯顿,128.0999984741211,100.0,2.0
1550,002748,世龙实业,6.199999809265137,100.0,2.0
1551,002749,国光股份,328.039999961853,100.0,2.0
1552,002750,龙津药业,7.380000114440918,100.0,2.0
1553,002751,易尚展示,18.579999923706055,100.0,2.0
1554,002752,昇兴股份,5.579999923706055,100.0,2.0
1555,002753,永东股份,216.01749992370605,100.0,2.0
1556,002755,奥赛康,1384.0249996185303,100.0,2.0
1557,002756,永兴材料,472.20000076293945,100.0,2.0
1558,002757,南兴股份,1736.0299997329712,100.0,2.0
1559,002758,浙农股份,360.0249996185303,100.0,2.0
1560,002759,天际股份,104.13000106811523,100.0,2.0
1561,002760,凤形股份,23.700000762939453,100.0,2.0
1562,002761,浙江建投,40.015000343322754,100.0,2.0
1563,002762,金发拉比,1992.0500001907349,100.0,2.0
1564,002763,汇洁股份,488.0050001144409,100.0,2.0
1565,002765,蓝黛科技,7.590000152587891,100.0,2.0
1566,002766,*ST索菱,4.300000190734863,100.0,2.0
1567,002767,先锋电子,1864.0500001907349,100.0,2.0
1568,002768,国恩股份,25.420000076293945,100.0,2.0
1569,002769,普路通,6.130000114440918,100.0,2.0
1570,002770,*ST科迪,1.9299999475479126,100.0,2.0
1571,002771,真视通,824.0124998092651,100.0,2.0
1572,002772,众兴菌业,16.420000076293945,100.0,2.0
1573,002773,康弘药业,23.350000381469727,100.0,2.0
1574,002774,快意电梯,6.260000228881836,100.0,2.0
1575,002775,文科园林,4.360000133514404,100.0,2.0
1576,002776,ST柏龙,1538.0150001049042,100.0,2.0
1577,002777,久远银海,17.399999618530273,100.0,2.0
1578,002778,中晟高科,18.1200008392334,100.0,2.0
1579,002779,中坚科技,648.0100002288818,100.0,2.0
1580,002780,三夫户外,17.639999389648438,100.0,2.0
1581,002781,奇信股份,7.539999961853027,100.0,2.0
1582,002782,可立克,856.0375003814697,100.0,2.0
1583,002783,凯龙股份,312.0024995803833,100.0,2.0
1584,002785,万里石,18.06999969482422,100.0,2.0
1585,002786,银宝山新,7.0,100.0,2.0
1586,002787,华源控股,5.679999828338623,100.0,2.0
1587,002788,鹭燕医药,7.590000152587891,100.0,2.0
1588,002789,建艺集团,760.0424995422363,100.0,2.0
1589,002790,瑞尔特,5.360000133514404,100.0,2.0
1590,002791,坚朗五金,198.0,100.0,2.0
1591,002792,通宇通讯,2056.1000003814697,100.0,2.0
1592,002793,罗欣药业,424.04500007629395,100.0,2.0
1593,002795,永和智控,712.0100002288818,100.0,2.0
1594,002796,世嘉科技,680.0550003051758,100.0,2.0
1595,002797,第一创业,7.070000171661377,100.0,2.0
1596,002798,帝欧家居,1944.0074996948242,100.0,2.0
1597,002799,环球印务,1400.0524997711182,100.0,2.0
1598,002800,天顺股份,1288.039999961853,100.0,2.0
1599,002801,微光股份,26.93000030517578,100.0,2.0
1600,002802,洪汇新材,31.209999084472656,100.0,2.0
1601,002803,吉宏股份,30.829999923706055,100.0,2.0
1602,002805,丰元股份,21.15999984741211,100.0,2.0
1603,002806,华锋股份,456.0,100.0,2.0
1604,002807,江阴银行,7938.0025000572205,100.0,2.0
1605,002808,恒久科技,344.0574998855591,100.0,2.0
1606,002809,红墙股份,456.0600004196167,100.0,2.0
1607,002810,山东赫达,244.0999984741211,100.0,2.0
1608,002811,郑中设计,8.039999961853027,100.0,2.0
1609,002812,恩捷股份,229.92999267578125,100.0,2.0
1610,002813,路畅科技,25.610000610351562,100.0,2.0
1611,002815,崇达技术,1048.0375003814697,100.0,2.0
1612,002816,和科达,22.540000915527344,100.0,2.0
1613,002817,黄山胶囊,744.0150003433228,100.0,2.0
1614,002818,富森美,1064.045000076294,100.0,2.0
1615,002819,东方中科,30.139999389648438,100.0,2.0
1616,002820,桂发祥,600.0574998855591,100.0,2.0
1617,002821,凯莱英,380.0199890136719,100.0,2.0
1618,002822,中装建设,6.03000020980835,100.0,2.0
1619,002823,凯中精密,744.0050001144409,100.0,2.0
1620,002824,和胜股份,32.04999923706055,100.0,2.0
1621,002825,纳尔股份,1528.0424995422363,100.0,2.0
1622,002826,易明医药,200.0600004196167,100.0,2.0
1623,002827,高争民爆,568.0024995803833,100.0,2.0
1624,002828,贝肯能源,120.01249980926514,100.0,2.0
1625,002829,星网宇达,31.81999969482422,100.0,2.0
1626,002830,名雕股份,408.04749965667725,100.0,2.0
1627,002831,裕同科技,29.81999969482422,100.0,2.0
1628,002832,比音勒芬,25.559999465942383,100.0,2.0
1629,002833,弘亚数控,140.02000045776367,100.0,2.0
1630,002835,同为股份,1208.022500038147,100.0,2.0
1631,002836,新宏泽,168.05500030517578,100.0,2.0
1632,002837,英维克,18.059999465942383,100.0,2.0
1633,002838,道恩股份,18.010000228881836,100.0,2.0
1634,002839,张家港行,5.460000038146973,100.0,2.0
1635,002840,华统股份,248.0325002670288,100.0,2.0
1636,002841,视源股份,127.08000183105469,100.0,2.0
1637,002842,翔鹭钨业,232.05500030517578,100.0,2.0
1638,002843,泰嘉股份,7.920000076293945,100.0,2.0
1639,002845,同兴达,25.770000457763672,100.0,2.0
1640,002846,英联股份,264.0200004577637,100.0,2.0
1641,002847,盐津铺子,98.76000213623047,100.0,2.0
1642,002848,高斯贝尔,312.0325002670288,100.0,2.0
1643,002849,威星智能,1160.0200004577637,100.0,2.0
1644,002850,科达利,84.0999984741211,100.0,2.0
1645,002851,麦格米特,30.799999237060547,100.0,2.0
1646,002852,道道全,1672.039999961853,100.0,2.0
1647,002853,皮阿诺,21.969999313354492,100.0,2.0
1648,002855,捷荣技术,328.0600004196167,100.0,2.0
1649,002856,美芝股份,1032.0,100.0,2.0
1650,002857,三晖电气,1640.045000076294,100.0,2.0
1651,002858,力盛赛车,18.540000915527344,100.0,2.0
1652,002859,洁美科技,30.739999771118164,100.0,2.0
1653,002860,星帅尔,16.190000534057617,100.0,2.0
1654,002861,瀛通通讯,1736.0200004577637,100.0,2.0
1655,002862,实丰文化,16.459999084472656,100.0,2.0
1656,002863,今飞凯达,5.0,100.0,2.0
1657,002864,盘龙药业,23.850000381469727,100.0,2.0
1658,002865,钧达股份,19.59000015258789,100.0,2.0
1659,002866,传艺科技,1512.0550003051758,100.0,2.0
1660,002867,周大生,20.030000686645508,100.0,2.0
1661,002868,绿康生化,760.0124998092651,100.0,2.0
1662,002869,金溢科技,24.399999618530273,100.0,2.0
1663,002870,香山股份,31.190000534057617,100.0,2.0
1664,002871,伟隆股份,360.04500007629395,100.0,2.0
1665,002872,ST天圣,5.690000057220459,100.0,2.0
1666,002873,新天药业,18.56999969482422,100.0,2.0
1667,002875,安奈儿,760.0524997711182,100.0,2.0
1668,002876,三利谱,484.04000091552734,100.0,2.0
1669,002877,智能自控,6.599999904632568,100.0,2.0
1670,002878,元隆雅图,17.899999618530273,100.0,2.0
1671,002879,长缆科技,1800.0200004577637,100.0,2.0
1672,002880,卫光生物,132.1699981689453,100.0,2.0
1673,002881,美格智能,27.059999465942383,100.0,2.0
1674,002882,金龙羽,216.0275001525879,100.0,2.0
1675,002883,中设股份,904.0100002288818,100.0,2.0
1676,002884,凌霄泵业,23.389999389648438,100.0,2.0
1677,002885,京泉华,1912.0325002670288,100.0,2.0
1678,002886,沃特股份,1736.0500001907349,100.0,2.0
1679,002887,绿茵生态,696.0424995422363,100.0,2.0
1680,002888,惠威科技,1208.022500038147,100.0,2.0
1681,002889,东方嘉盛,25.350000381469727,100.0,2.0
1682,002890,弘宇股份,18.469999313354492,100.0,2.0
1683,002891,中宠股份,172.04999923706055,100.0,2.0
1684,002892,科力尔,31.020000457763672,100.0,2.0
1685,002893,华通热力,664.0574998855591,100.0,2.0
1686,002895,川恒股份,1464.0124998092651,100.0,2.0
1687,002896,中大力德,19.350000381469727,100.0,2.0
1688,002897,意华股份,21.100000381469727,100.0,2.0
1689,002898,赛隆药业,520.0,100.0,2.0
1690,002899,英派斯,1320.005000114441,100.0,2.0
1691,002900,哈三联,60.2400016784668,100.0,2.0
1692,002901,大博医疗,74.0,100.0,2.0
1693,002902,铭普光磁,1112.0474996566772,100.0,2.0
1694,002903,宇环数控,1368.0474996566772,100.0,2.0
1695,002905,金逸影视,40.045000076293945,100.0,2.0
1696,002906,华阳集团,30.75,100.0,2.0
1697,002907,华森制药,1320.0550003051758,100.0,2.0
1698,002908,德生科技,18.729999542236328,100.0,2.0
1699,002909,集泰股份,376.0424995422363,100.0,2.0
1700,002910,庄园牧场,856.017499923706,100.0,2.0
1701,002911,佛燃能源,408.01749992370605,100.0,2.0
1702,002912,中新赛克,180.02999877929688,100.0,2.0
1703,002913,奥士康,74.31999969482422,100.0,2.0
1704,002915,中欣氟材,18.3799991607666,100.0,2.0
1705,002916,深南电路,106.5999984741211,100.0,2.0
1706,002917,金奥博,184.0325002670288,100.0,2.0
1707,002918,蒙娜丽莎,36.029998779296875,100.0,2.0
1708,002919,名臣健康,252.11999893188477,100.0,2.0
1709,002920,德赛西威,104.98999786376953,100.0,2.0
1710,002921,联诚精密,1928.0,100.0,2.0
1711,002922,伊戈尔,984.017499923706,100.0,2.0
1712,002923,润都股份,23.829999923706055,100.0,2.0
1713,002925,盈趣科技,132.18000030517578,100.0,2.0
1714,002926,华西证券,376.0424995422363,100.0,2.0
1715,002927,泰永长征,648.0,100.0,2.0
1716,002928,华夏航空,1848.0424995422363,100.0,2.0
1717,002929,润建股份,25.549999237060547,100.0,2.0
1718,002930,宏川智慧,16.360000610351562,100.0,2.0
1719,002931,锋龙股份,1288.039999961853,100.0,2.0
1720,002932,明德生物,100.43000030517578,100.0,2.0
1721,002933,新兴装备,25.3799991607666,100.0,2.0
1722,002935,天奥电子,21.1299991607666,100.0,2.0
1723,002936,郑州银行,6786.013750076294,100.0,2.0
1724,002937,兴瑞科技,1528.0124998092651,100.0,2.0
1725,002938,鹏鼎控股,72.18999862670898,100.0,2.0
1726,002939,长城证券,536.0574998855591,100.0,2.0
1727,002940,昂利康,112.18000030517578,100.0,2.0
1728,002941,新疆交建,712.0200004577637,100.0,2.0
1729,002942,新农股份,22.850000381469727,100.0,2.0
1730,002943,宇晶股份,16.209999084472656,100.0,2.0
1731,002945,华林证券,1384.0550003051758,100.0,2.0
1732,002946,新乳业,1800.0200004577637,100.0,2.0
1733,002947,恒铭达,27.309999465942383,100.0,2.0
1734,002948,青岛银行,4.960000038146973,100.0,2.0
1735,002949,华阳国际,16.959999084472656,100.0,2.0
1736,002950,奥美医疗,16.510000228881836,100.0,2.0
1737,002951,金时科技,632.0124998092651,100.0,2.0
1738,002952,亚世光电,1496.0074996948242,100.0,2.0
1739,002953,日丰股份,1720.0325002670288,100.0,2.0
1740,002955,鸿合科技,19.0,100.0,2.0
1741,002956,西麦食品,29.290000915527344,100.0,2.0
1742,002957,科瑞技术,25.8700008392334,100.0,2.0
1743,002958,青农商行,4.269999980926514,100.0,2.0
1744,002959,小熊电器,66.4800033569336,100.0,2.0
1745,002960,青鸟消防,26.260000228881836,100.0,2.0
1746,002961,瑞达期货,21.350000381469727,100.0,2.0
1747,002962,五方光电,1208.0424995422363,100.0,2.0
1748,002963,豪尔赛,2056.0300006866455,100.0,2.0
1749,002965,祥鑫科技,24.610000610351562,100.0,2.0
1750,002966,苏州银行,7.369999885559082,100.0,2.0
1751,002967,广电计量,212.18000030517578,100.0,2.0
1752,002968,新大正,224.1500015258789,100.0,2.0
1753,002969,嘉美包装,4.869999885559082,100.0,2.0
1754,002970,锐明技术,200.0099983215332,100.0,2.0
1755,002971,和远气体,17.5,100.0,2.0
1756,002972,科安达,16.81999969482422,100.0,2.0
1757,002973,侨银股份,2024.045000076294,100.0,2.0
1758,002975,博杰股份,86.20999908447266,100.0,2.0
1759,002976,瑞玛工业,21.25,100.0,2.0
1760,002977,天箭科技,85.83999633789062,100.0,2.0
1761,002978,安宁股份,480.0999984741211,100.0,2.0
1762,002979,雷赛智能,28.030000686645508,100.0,2.0
1763,002980,华盛昌,100.22000122070312,100.0,2.0
1764,002981,朝阳科技,25.079999923706055,100.0,2.0
1765,002982,湘佳股份,228.0099983215332,100.0,2.0
1766,002983,芯瑞达,29.729999542236328,100.0,2.0
1767,002984,森麒麟,100.02999877929688,100.0,2.0
1768,002985,北摩高科,97.26000213623047,100.0,2.0
1769,002986,宇新股份,24.84000015258789,100.0,2.0
1770,002987,京北方,31.860000610351562,100.0,2.0
1771,002988,豪美新材,1416.0200004577637,100.0,2.0
1772,002989,中天精装,44.06999969482422,100.0,2.0
1773,002990,盛视科技,31.290000915527344,100.0,2.0
1774,002991,甘源食品,492.20000076293945,100.0,2.0
1775,002992,宝明科技,16.520000457763672,100.0,2.0
1776,002993,奥海科技,212.02000045776367,100.0,2.0
1777,002995,天地在线,31.100000381469727,100.0,2.0
1778,002996,顺博合金,17.079999923706055,100.0,2.0
1779,002997,瑞鹄模具,17.959999084472656,100.0,2.0
1780,002998,优彩资源,584.0100002288818,100.0,2.0
1781,002999,天禾股份,7.800000190734863,100.0,2.0
1782,003000,劲仔食品,1368.0074996948242,100.0,2.0
1783,003001,中岩大地,25.209999084472656,100.0,2.0
1784,003002,壶化股份,1160.0200004577637,100.0,2.0
1785,003003,天元股份,1640.005000114441,100.0,2.0
1786,003004,声迅股份,27.799999237060547,100.0,2.0
1787,003005,竞业达,140.20999908447266,100.0,2.0
1788,003006,百亚股份,24.459999084472656,100.0,2.0
1789,003007,直真科技,20.68000030517578,100.0,2.0
1790,003008,开普检测,31.780000686645508,100.0,2.0
1791,003009,中天火箭,444.2200012207031,100.0,2.0
1792,003010,若羽臣,27.3799991607666,100.0,2.0
1793,003011,海象新材,40.0,100.0,2.0
1794,003012,东鹏控股,16.979999542236328,100.0,2.0
1795,003013,地铁设计,22.649999618530273,100.0,2.0
1796,003015,日久光电,1224.039999961853,100.0,2.0
1797,003016,欣贺股份,2056.1200008392334,100.0,2.0
1798,003017,大洋生物,136.1699981689453,100.0,2.0
1799,003018,金富科技,872.045000076294,100.0,2.0
1800,003019,宸展光电,25.65999984741211,100.0,2.0
1801,003020,立方制药,352.0299987792969,100.0,2.0
1802,003021,兆威机电,66.4000015258789,100.0,2.0
1803,003022,联泓新科,30.889999389648438,100.0,2.0
1804,003023,彩虹集团,30.959999084472656,100.0,2.0
1805,003025,思进智能,28.799999237060547,100.0,2.0
1806,003026,中晶科技,94.9000015258789,100.0,2.0
1807,003027,同兴环保,27.420000076293945,100.0,2.0
1808,003028,振邦智能,368.2299995422363,100.0,2.0
1809,003029,吉大正元,23.81999969482422,100.0,2.0
1810,003030,祖名股份,28.1299991607666,100.0,2.0
1811,003031,中瓷电子,376.13999938964844,100.0,2.0
1812,003032,传智教育,40.130001068115234,100.0,2.0
1813,003033,征和工业,32.150001525878906,100.0,2.0
1814,003035,南网能源,520.0100002288818,100.0,2.0
1815,003036,泰坦股份,1960.045000076294,100.0,2.0
1816,003037,三和管桩,1368.0074996948242,100.0,2.0
1817,003038,鑫铂股份,27.510000228881836,100.0,2.0
1818,003039,顺控发展,192.06000137329102,100.0,2.0
1819,003040,楚天龙,29.020000457763672,100.0,2.0
1820,003041,真爱美家,29.030000686645508,100.0,2.0
1821,003042,中农联合,28.299999237060547,100.0,2.0
1822,003043,华亚智能,328.11999893188477,100.0,2.0
1823,003816,中国广核,2690.013750076294,100.0,2.0
1824,100303,国债0303,101.35199737548828,10.0,3.0
1825,100504,国债0504,100.0,10.0,3.0
1826,100609,国债0609,100.0,10.0,3.0
1827,100619,国债0619,100.0,10.0,3.0
1828,100706,国债0706,100.0,10.0,3.0
1829,100713,国债0713,100.0,10.0,3.0
1830,100802,国债0802,100.0,10.0,3.0
1831,100806,国债0806,100.0,10.0,3.0
1832,100813,国债0813,100.0,10.0,3.0
1833,100820,国债0820,100.0,10.0,3.0
1834,100823,国债0823,100.0,10.0,3.0
1835,100902,国债0902,100.0,10.0,3.0
1836,100905,国债0905,100.0,10.0,3.0
1837,100911,国债0911,100.0,10.0,3.0
1838,100920,国债0920,100.0,10.0,3.0
1839,100925,国债0925,100.0,10.0,3.0
1840,100930,国债0930,100.0,10.0,3.0
1841,101003,国债1003,100.0,10.0,3.0
1842,101009,国债1009,100.0,10.0,3.0
1843,101014,国债1014,101.5,10.0,3.0
1844,101018,国债1018,100.0,10.0,3.0
1845,101023,国债1023,100.0,10.0,3.0
1846,101026,国债1026,100.0,10.0,3.0
1847,101029,国债1029,100.0,10.0,3.0
1848,101037,国债1037,100.0,10.0,3.0
1849,101040,国债1040,100.0,10.0,3.0
1850,101105,国债1105,100.0,10.0,3.0
1851,101110,国债1110,100.0,10.0,3.0
1852,101112,国债1112,100.0,10.0,3.0
1853,101116,国债1116,100.0,10.0,3.0
1854,101119,国债1119,99.9990005493164,10.0,3.0
1855,101123,国债1123,100.0,10.0,3.0
1856,101124,国债1124,100.0,10.0,3.0
1857,101204,国债1204,99.84100341796875,10.0,3.0
1858,101206,国债1206,100.0,10.0,3.0
1859,101208,国债1208,100.0,10.0,3.0
1860,101209,国债1209,99.0999984741211,10.0,3.0
1861,101212,国债1212,100.0,10.0,3.0
1862,101213,国债1213,100.0,10.0,3.0
1863,101215,国债1215,98.87999725341797,10.0,3.0
1864,101218,国债1218,100.0,10.0,3.0
1865,101220,国债1220,100.0,10.0,3.0
1866,101221,国债1221,100.5,10.0,3.0
1867,101305,国债1305,94.20500183105469,10.0,3.0
1868,101309,国债1309,100.0,10.0,3.0
1869,101310,国债1310,100.0,10.0,3.0
1870,101311,国债1311,103.97899627685547,10.0,3.0
1871,101316,国债1316,100.0,10.0,3.0
1872,101318,国债1318,100.0,10.0,3.0
1873,101319,国债1319,100.0,10.0,3.0
1874,101324,国债1324,100.0,10.0,3.0
1875,101325,国债1325,100.0,10.0,3.0
1876,101405,国债1405,101.0,10.0,3.0
1877,101409,国债1409,100.0,10.0,3.0
1878,101410,国债1410,100.0,10.0,3.0
1879,101412,国债1412,98.9000015258789,10.0,3.0
1880,101413,国债1413,100.19999694824219,10.0,3.0
1881,101416,国债1416,100.0,10.0,3.0
1882,101417,国债1417,100.0,10.0,3.0
1883,101421,国债1421,100.0,10.0,3.0
1884,101424,国债1424,100.2239990234375,10.0,3.0
1885,101425,国债1425,118.22000122070312,10.0,3.0
1886,101427,国债1427,100.0,10.0,3.0
1887,101429,国债1429,97.87999725341797,10.0,3.0
1888,101502,国债1502,100.0009994506836,10.0,3.0
1889,101505,国债1505,101.0,10.0,3.0
1890,101507,国债1507,101.31700134277344,10.0,3.0
1891,101508,国债1508,100.0,10.0,3.0
1892,101510,国债1510,105.0,10.0,3.0
1893,101514,国债1514,100.0,10.0,3.0
1894,101516,国债1516,100.00199890136719,10.0,3.0
1895,101517,国债1517,100.0,10.0,3.0
1896,101521,国债1521,100.0,10.0,3.0
1897,101523,国债1523,99.57099914550781,10.0,3.0
1898,101525,国债1525,100.0,10.0,3.0
1899,101526,国债1526,100.0,10.0,3.0
1900,101528,国债1528,104.51899719238281,10.0,3.0
1901,101604,国债1604,99.0,10.0,3.0
1902,101606,国债1606,99.00599670410156,10.0,3.0
1903,101608,国债1608,100.0,10.0,3.0
1904,101610,国债1610,99.08399963378906,10.0,3.0
1905,101613,国债1613,100.79900360107422,10.0,3.0
1906,101614,国债1614,100.0,10.0,3.0
1907,101615,国债1615,100.0,10.0,3.0
1908,101617,国债1617,98.0009994506836,10.0,3.0
1909,101619,国债1619,93.9000015258789,10.0,3.0
1910,101620,国债1620,100.0,10.0,3.0
1911,101621,国债1621,99.82599639892578,10.0,3.0
1912,101623,国债1623,97.69999694824219,10.0,3.0
1913,101625,国债1625,100.0,10.0,3.0
1914,101626,国债1626,100.0,10.0,3.0
1915,101701,国债1701,98.19999694824219,10.0,3.0
1916,101704,国债1704,98.13099670410156,10.0,3.0
1917,101705,国债1705,100.0,10.0,3.0
1918,101706,国债1706,100.0,10.0,3.0
1919,101707,国债1707,100.10700225830078,10.0,3.0
1920,101710,国债1710,100.0,10.0,3.0
1921,101711,国债1711,100.0,10.0,3.0
1922,101713,国债1713,100.0,10.0,3.0
1923,101714,国债1714,100.0,10.0,3.0
1924,101715,国债1715,100.0,10.0,3.0
1925,101718,国债1718,101.0,10.0,3.0
1926,101720,国债1720,100.0,10.0,3.0
1927,101721,国债1721,101.0,10.0,3.0
1928,101722,国债1722,100.0,10.0,3.0
1929,101725,国债1725,100.0,10.0,3.0
1930,101726,国债1726,100.0,10.0,3.0
1931,101727,国债1727,100.0,10.0,3.0
1932,101799,国特1703,100.0,10.0,3.0
1933,101801,国债1801,101.0,10.0,3.0
1934,101804,国债1804,99.58000183105469,10.0,3.0
1935,101805,国债1805,105.4229965209961,10.0,3.0
1936,101806,国债1806,100.0,10.0,3.0
1937,101809,国债1809,100.13200378417969,10.0,3.0
1938,101811,国债1811,97.0,10.0,3.0
1939,101812,国债1812,100.0,10.0,3.0
1940,101813,国债1813,100.0,10.0,3.0
1941,101814,国债1814,100.0530014038086,10.0,3.0
1942,101816,国债1816,101.0,10.0,3.0
1943,101817,国债1817,100.0,10.0,3.0
1944,101819,国债1819,98.0009994506836,10.0,3.0
1945,101820,国债1820,100.0,10.0,3.0
1946,101821,国债1821,100.0009994506836,10.0,3.0
1947,101823,国债1823,100.0,10.0,3.0
1948,101824,国债1824,100.0,10.0,3.0
1949,101825,国债1825,100.0,10.0,3.0
1950,101827,国债1827,100.0,10.0,3.0
1951,101828,国债1828,97.87999725341797,10.0,3.0
1952,101906,国债1906,100.0,10.0,3.0
1953,101907,国债1907,100.0,10.0,3.0
1954,101908,国债1908,100.0,10.0,3.0
1955,101909,国债1909,100.0,10.0,3.0
1956,101911,国债1911,100.0,10.0,3.0
1957,101914,国债1914,100.0,10.0,3.0
1958,101915,国债1915,105.12000274658203,10.0,3.0
1959,101916,国债1916,97.87999725341797,10.0,3.0
1960,101917,国债917,99.31099700927734,10.0,3.0
1961,101983,国债1903,99.61000061035156,10.0,3.0
1962,101984,国债1904,100.55000305175781,10.0,3.0
1963,101986,国债1910,100.0,10.0,3.0
1964,101988,国债1913,100.0,10.0,3.0
1965,102002,国债2002,93.50800323486328,10.0,3.0
1966,102003,国债2003,100.0,10.0,3.0
1967,102004,国债2004,97.30000305175781,10.0,3.0
1968,102005,国债2005,97.5,10.0,3.0
1969,102006,国债2006,100.0,10.0,3.0
1970,102007,国债2007,100.0,10.0,3.0
1971,102008,国债2008,98.83000183105469,10.0,3.0
1972,102009,国债2009,100.0,10.0,3.0
1973,102010,国债2010,99.81800079345703,10.0,3.0
1974,102011,国债2011,100.0,10.0,3.0
1975,102012,国债2012,100.0,10.0,3.0
1976,102013,国债2013,100.0,10.0,3.0
1977,102014,国债2014,100.0,10.0,3.0
1978,102015,国债2015,100.0,10.0,3.0
1979,102016,国债2016,100.0,10.0,3.0
1980,102017,国债2017,100.0,10.0,3.0
1981,102018,国债2018,100.0,10.0,3.0
1982,102061,特国2001,100.0,10.0,3.0
1983,102062,特国2002,100.0,10.0,3.0
1984,102063,特国2003,91.0,10.0,3.0
1985,102064,特国2004,95.0,10.0,3.0
1986,102101,国债2101,100.0,10.0,3.0
1987,102102,国债2102,100.0,10.0,3.0
1988,102103,国债2103,100.0,10.0,3.0
1989,102104,国债2104,100.0,10.0,3.0
1990,102105,国债2105,100.0,10.0,3.0
1991,102106,国债2106,100.0,10.0,3.0
1992,102107,国债2107,100.0,10.0,3.0
1993,102108,国债2108,100.0,10.0,3.0
1994,102109,国债2109,100.0,10.0,3.0
1995,104001,宁夏1932,100.0,10.0,3.0
1996,104002,宁夏1933,100.0,10.0,3.0
1997,104003,天津1953,100.0,10.0,3.0
1998,104004,天津1954,100.0,10.0,3.0
1999,104005,新疆1924,100.0,10.0,3.0
2000,104006,新疆1925,100.0,10.0,3.0
2001,104007,广西1920,100.0,10.0,3.0
2002,104008,广西1921,100.0,10.0,3.0
2003,104009,内蒙1930,100.0,10.0,3.0
2004,104010,江苏1920,100.0,10.0,3.0
2005,104011,四川2001,100.0,10.0,3.0
2006,104012,四川2002,100.0,10.0,3.0
2007,104013,四川2003,100.0,10.0,3.0
2008,104014,四川2004,100.0,10.0,3.0
2009,104015,四川2005,100.0,10.0,3.0
2010,104016,四川2006,100.0,10.0,3.0
2011,104017,四川2007,100.0,10.0,3.0
2012,104018,四川2008,100.0,10.0,3.0
2013,104019,四川2009,100.0,10.0,3.0
2014,104020,四川2010,100.0,10.0,3.0
2015,104021,四川2011,100.0,10.0,3.0
2016,104022,四川2012,100.0,10.0,3.0
2017,104023,四川2013,100.0,10.0,3.0
2018,104024,四川2014,100.0,10.0,3.0
2019,104025,四川2015,100.0,10.0,3.0
2020,104026,四川2016,100.0,10.0,3.0
2021,104027,四川2017,100.0,10.0,3.0
2022,104028,四川2018,100.0,10.0,3.0
2023,104029,四川2019,100.0,10.0,3.0
2024,104030,四川2020,100.0,10.0,3.0
2025,104031,四川2021,100.0,10.0,3.0
2026,104032,四川2022,100.0,10.0,3.0
2027,104033,四川2023,100.0,10.0,3.0
2028,104034,四川2024,100.0,10.0,3.0
2029,104035,河南2001,100.0,10.0,3.0
2030,104036,河南2002,100.0,10.0,3.0
2031,104037,河南2003,100.0,10.0,3.0
2032,104038,河南2004,100.0,10.0,3.0
2033,104039,河南2005,100.0,10.0,3.0
2034,104040,河南2006,100.0,10.0,3.0
2035,104041,河南2007,100.0,10.0,3.0
2036,104042,河南2008,100.0,10.0,3.0
2037,104043,河南2009,100.0,10.0,3.0
2038,104044,河南2010,100.0,10.0,3.0
2039,104045,河南2011,100.0,10.0,3.0
2040,104046,河南2012,100.0,10.0,3.0
2041,104047,云南2001,100.0,10.0,3.0
2042,104048,云南2002,100.0,10.0,3.0
2043,104049,云南2003,100.0,10.0,3.0
2044,104050,云南2004,100.0,10.0,3.0
2045,104051,云南2005,100.0,10.0,3.0
2046,104052,云南2006,100.0,10.0,3.0
2047,104053,云南2007,100.0,10.0,3.0
2048,104054,云南2008,100.0,10.0,3.0
2049,104055,云南2009,100.0,10.0,3.0
2050,104056,云南2010,100.0,10.0,3.0
2051,104057,青岛2001,100.0,10.0,3.0
2052,104058,青岛2002,100.0,10.0,3.0
2053,104059,青岛2003,100.0,10.0,3.0
2054,104060,青岛2004,100.0,10.0,3.0
2055,104061,青岛2005,100.0,10.0,3.0
2056,104062,青岛2006,100.0,10.0,3.0
2057,104063,广西2001,100.0,10.0,3.0
2058,104064,广西2002,100.0,10.0,3.0
2059,104065,广西2003,100.0,10.0,3.0
2060,104066,河北2001,100.0,10.0,3.0
2061,104067,河北2002,100.0,10.0,3.0
2062,104068,河北2003,100.0,10.0,3.0
